artist,language,position,title,week,year
Arttu Lindeman,Finnish,1,Hukutaan,1,2017
Alan Walker,English,2,Alone,1,2017
Clean Bandit,English,3,Rockabye (Feat. Sean Paul & Anne-Marie),1,2017
Mikael Gabriel,Finnish,4,Loistat Pimeäs,1,2017
"Profeetat, Elastinen, Cheek",Finnish,5,Sinuhe,1,2017
The Weeknd,English,6,Starboy (Feat. Daft Punk),1,2017
"Steve Aoki, Louis Tomlinson",English,7,Just Hold On,1,2017
Burak Yeter,English,8,Tuesday (Feat. Danelle Sandoval),1,2017
Nikke Ankara,Finnish,9,Pisamat,1,2017
JVG,Finnish,10,"Mist Sä Tuut, Part. 2",1,2017
Vice,English,11,Steady 1234 (Feat. Jasmine Thompson & Skizzy Mars),1,2017
Rae Sremmurd,English,12,Black Beatles (Feat. Gucci Mane),1,2017
Sage The Gemini,English,13,Now And Later,1,2017
Haloo Helsinki!,Finnish,14,Rakas,1,2017
Sia,English,15,Move Your Body,1,2017
Taylor Swift & Zayn Malik,Norwegian,16,I Don't Wanna Live Forever (Fifty Shades Darker),1,2017
Roope Salminen & Koirat,Finnish,17,Vilmasen Iinan Bileet,1,2017
"MGI, JVG, Elias Gould",Finnish,18,Revolveri (Luokkakokous 2 - Polttarit),1,2017
"Bruno Martini, Alok",English,19,Hear Me Now (Feat. Zeeba),1,2017
Tippa-T,Finnish,20,Lujaa (Feat. Pete Parkkonen),1,2017
Ed Sheeran,English,1,Shape Of You,2,2017
Antti Tuisku,Finnish,2,Mä Hiihdän,2,2017
Alan Walker,English,3,Alone,2,2017
Arttu Lindeman,Finnish,4,Hukutaan,2,2017
Ed Sheeran,English,5,Castle On The Hill,2,2017
Clean Bandit,English,6,Rockabye (Feat. Sean Paul & Anne-Marie),2,2017
Mikael Gabriel,Finnish,7,Loistat Pimeäs,2,2017
"Profeetat, Elastinen, Cheek",Finnish,8,Sinuhe,2,2017
"Steve Aoki, Louis Tomlinson",English,9,Just Hold On,2,2017
The Weeknd,English,10,Starboy (Feat. Daft Punk),2,2017
Vice,English,11,Steady 1234 (Feat. Jasmine Thompson & Skizzy Mars),2,2017
Haloo Helsinki!,Finnish,12,Rakas,2,2017
Nikke Ankara,Finnish,13,Pisamat,2,2017
Burak Yeter,English,14,Tuesday (Feat. Danelle Sandoval),2,2017
"Bruno Martini, Alok",English,15,Hear Me Now (Feat. Zeeba),2,2017
JVG,Finnish,16,"Mist Sä Tuut, Part. 2",2,2017
Sage The Gemini,English,17,Now And Later,2,2017
Aste,Finnish,18,Enemmän Kuin Valmis,2,2017
Sia,English,19,Move Your Body,2,2017
The Weeknd,English,20,I Feel It Coming (Feat. Daft Punk),2,2017
Ed Sheeran,English,1,Shape Of You,3,2017
Alan Walker,English,2,Alone,3,2017
Clean Bandit,English,3,Rockabye (Feat. Sean Paul & Anne-Marie),3,2017
Ed Sheeran,English,4,Castle On The Hill,3,2017
Antti Tuisku,Finnish,5,Mä Hiihdän,3,2017
Arttu Lindeman,Finnish,6,Hukutaan,3,2017
Mikael Gabriel,Finnish,7,Loistat Pimeäs,3,2017
"Steve Aoki, Louis Tomlinson",English,8,Just Hold On,3,2017
Mäkki,Finnish,9,Mixet Tahdo (Feat. Pyhimys),3,2017
Taylor Swift & Zayn Malik,Norwegian,10,I Don't Wanna Live Forever (Fifty Shades Darker),3,2017
"Profeetat, Elastinen, Cheek",Finnish,11,Sinuhe,3,2017
The Weeknd,English,12,Starboy (Feat. Daft Punk),3,2017
Vice,English,13,Steady 1234 (Feat. Jasmine Thompson & Skizzy Mars),3,2017
"Bruno Martini, Alok",English,14,Hear Me Now (Feat. Zeeba),3,2017
Haloo Helsinki!,Finnish,15,Rakas,3,2017
Burak Yeter,English,16,Tuesday (Feat. Danelle Sandoval),3,2017
Nikke Ankara,Finnish,17,Pisamat,3,2017
The Chainsmokers,English,18,Paris,3,2017
Sage The Gemini,English,19,Now And Later,3,2017
"Machine Gun Kelly, Camila Cabello",English,20,Bad Things,3,2017
Ed Sheeran,English,1,Shape Of You,4,2017
Mäkki,Finnish,2,Mixet Tahdo (Feat. Pyhimys),4,2017
Alan Walker,English,3,Alone,4,2017
Jenni Vartiainen,Finnish,4,Turvasana,4,2017
Clean Bandit,English,5,Rockabye (Feat. Sean Paul & Anne-Marie),4,2017
The Chainsmokers,English,6,Paris,4,2017
Antti Tuisku,Finnish,7,Mä Hiihdän,4,2017
Ed Sheeran,English,8,Castle On The Hill,4,2017
Mikael Gabriel,Finnish,9,Loistat Pimeäs,4,2017
Arttu Lindeman,Finnish,10,Hukutaan,4,2017
"Steve Aoki, Louis Tomlinson",English,11,Just Hold On,4,2017
Taylor Swift & Zayn Malik,Norwegian,12,I Don't Wanna Live Forever (Fifty Shades Darker),4,2017
"Profeetat, Elastinen, Cheek",Finnish,13,Sinuhe,4,2017
Vice,English,14,Steady 1234 (Feat. Jasmine Thompson & Skizzy Mars),4,2017
"Bruno Martini, Alok",English,15,Hear Me Now (Feat. Zeeba),4,2017
Haloo Helsinki!,Finnish,16,Rakas,4,2017
The Weeknd,English,17,Starboy (Feat. Daft Punk),4,2017
Nikke Ankara,Finnish,18,Pisamat,4,2017
"Machine Gun Kelly, Camila Cabello",English,19,Bad Things,4,2017
Janne Ordén,Finnish,20,Sunnuntaisin (Feat. Neea),4,2017
Ed Sheeran,English,1,Shape Of You,5,2017
Haloo Helsinki!,Finnish,2,Hulluuden Highway,5,2017
Alan Walker,English,3,Alone,5,2017
Mäkki,Finnish,4,Mixet Tahdo (Feat. Pyhimys),5,2017
The Chainsmokers,English,5,Paris,5,2017
Clean Bandit,English,6,Rockabye (Feat. Sean Paul & Anne-Marie),5,2017
Taylor Swift & Zayn Malik,Norwegian,7,I Don't Wanna Live Forever (Fifty Shades Darker),5,2017
Janne Ordén,Finnish,8,Sunnuntaisin (Feat. Neea),5,2017
Ed Sheeran,English,9,Castle On The Hill,5,2017
Mikael Gabriel,Finnish,10,Loistat Pimeäs,5,2017
"Steve Aoki, Louis Tomlinson",English,11,Just Hold On,5,2017
"Profeetat, Elastinen, Cheek",Finnish,12,Sinuhe,5,2017
Arttu Lindeman,Finnish,13,Hukutaan,5,2017
"Bruno Martini, Alok",English,14,Hear Me Now (Feat. Zeeba),5,2017
Vice,English,15,Steady 1234 (Feat. Jasmine Thompson & Skizzy Mars),5,2017
Hank Solo,Finnish,16,Paska Sydän,5,2017
Haloo Helsinki!,Finnish,17,Rakas,5,2017
Jenni Vartiainen,Finnish,18,Turvasana,5,2017
Martin Jensen,English,19,Solo Dance,5,2017
"Machine Gun Kelly, Camila Cabello",English,20,Bad Things,5,2017
"Mikael Gabriel, Isac Elliot",Finnish,1,Liikaa Sussa Kii,6,2017
Ed Sheeran,English,2,Shape Of You,6,2017
Haloo Helsinki!,Finnish,3,Hulluuden Highway,6,2017
Alan Walker,English,4,Alone,6,2017
The Chainsmokers,English,5,Paris,6,2017
Mäkki,Finnish,6,Mixet Tahdo (Feat. Pyhimys),6,2017
"Mikael Gabriel, Isac Elliot",Finnish,7,Ring Ring Ring,6,2017
Clean Bandit,English,8,Rockabye (Feat. Sean Paul & Anne-Marie),6,2017
"Martin Garrix, Dua Lipa",English,9,Scared To Be Lonely,6,2017
Jenni Vartiainen,Finnish,10,Turvasana,6,2017
Taylor Swift & Zayn Malik,Norwegian,11,I Don't Wanna Live Forever (Fifty Shades Darker),6,2017
Janne Ordén,Finnish,12,Sunnuntaisin (Feat. Neea),6,2017
Ed Sheeran,English,13,Castle On The Hill,6,2017
Mikael Gabriel,Finnish,14,Loistat Pimeäs,6,2017
"Profeetat, Elastinen, Cheek",Finnish,15,Sinuhe,6,2017
"Steve Aoki, Louis Tomlinson",English,16,Just Hold On,6,2017
"Mikael Gabriel, Isac Elliot",Finnish,17,Rullaan,6,2017
Aleksanteri Hakaniemi,Finnish,18,Filmi Katkee (Feat. Aste),6,2017
Haloo Helsinki!,Finnish,19,Rakas,6,2017
"Bruno Martini, Alok",English,20,Hear Me Now (Feat. Zeeba),6,2017
"Mikael Gabriel, Isac Elliot",Finnish,1,Liikaa Sussa Kii,7,2017
Ed Sheeran,English,2,Shape Of You,7,2017
"Profeetat, Elastinen, Cheek",Finnish,3,Yhtäccii,7,2017
Haloo Helsinki!,Finnish,4,Hulluuden Highway,7,2017
"Martin Garrix, Dua Lipa",English,5,Scared To Be Lonely,7,2017
Alan Walker,English,6,Alone,7,2017
The Chainsmokers,English,7,Paris,7,2017
Taylor Swift & Zayn Malik,Norwegian,8,I Don't Wanna Live Forever (Fifty Shades Darker),7,2017
Clean Bandit,English,9,Rockabye (Feat. Sean Paul & Anne-Marie),7,2017
Mäkki,Finnish,10,Mixet Tahdo (Feat. Pyhimys),7,2017
Jenni Vartiainen,Finnish,11,Turvasana,7,2017
Janne Ordén,Finnish,12,Sunnuntaisin (Feat. Neea),7,2017
"Profeetat, Elastinen, Cheek",Finnish,13,Sinuhe,7,2017
Aleksanteri Hakaniemi,Finnish,14,Filmi Katkee (Feat. Aste),7,2017
Katy Perry,English,15,Chained To The Rhythm (Feat. Skip Marley),7,2017
"Steve Aoki, Louis Tomlinson",English,16,Just Hold On,7,2017
Mikael Gabriel,Finnish,17,Loistat Pimeäs,7,2017
Jon Bellion,English,18,All Time Low,7,2017
Ed Sheeran,English,19,Castle On The Hill,7,2017
Martin Jensen,English,20,Solo Dance,7,2017
JVG,Finnish,1,Sitä Säät Mitä Tilaat (Feat. Ellinoora),8,2017
Ed Sheeran,English,2,Shape Of You,8,2017
"Mikael Gabriel, Isac Elliot",Finnish,3,Liikaa Sussa Kii,8,2017
"Selena Gomez, Kygo",English,4,It Ain't Me,8,2017
"Martin Garrix, Dua Lipa",English,5,Scared To Be Lonely,8,2017
Haloo Helsinki!,Finnish,6,Hulluuden Highway,8,2017
Taylor Swift & Zayn Malik,Norwegian,7,I Don't Wanna Live Forever (Fifty Shades Darker),8,2017
"Profeetat, Elastinen, Cheek",Finnish,8,Yhtäccii,8,2017
Katy Perry,English,9,Chained To The Rhythm (Feat. Skip Marley),8,2017
The Chainsmokers,English,10,Paris,8,2017
Alan Walker,English,11,Alone,8,2017
Jenni Vartiainen,Finnish,12,Turvasana,8,2017
Aleksanteri Hakaniemi,Finnish,13,Filmi Katkee (Feat. Aste),8,2017
Mäkki,Finnish,14,Mixet Tahdo (Feat. Pyhimys),8,2017
Clean Bandit,English,15,Rockabye (Feat. Sean Paul & Anne-Marie),8,2017
Jon Bellion,English,16,All Time Low,8,2017
Janne Ordén,Finnish,17,Sunnuntaisin (Feat. Neea),8,2017
Maroon 5,English,18,Cold (Feat. Future),8,2017
Jax Jones,English,19,You Don't Know Me (Feat. Raye),8,2017
"Steve Aoki, Louis Tomlinson",English,20,Just Hold On,8,2017
JVG,Finnish,1,Sitä Säät Mitä Tilaat (Feat. Ellinoora),9,2017
Ed Sheeran,English,2,Shape Of You,9,2017
"Selena Gomez, Kygo",English,3,It Ain't Me,9,2017
"Mikael Gabriel, Isac Elliot",Finnish,4,Liikaa Sussa Kii,9,2017
Antti Tuisku,Finnish,5,Rahan Takii,9,2017
"The Chainsmokers, Coldplay",English,6,Something Just Like This,9,2017
"Martin Garrix, Dua Lipa",English,7,Scared To Be Lonely,9,2017
Katy Perry,English,8,Chained To The Rhythm (Feat. Skip Marley),9,2017
Haloo Helsinki!,Finnish,9,Hulluuden Highway,9,2017
Taylor Swift & Zayn Malik,Norwegian,10,I Don't Wanna Live Forever (Fifty Shades Darker),9,2017
Jax Jones,English,11,You Don't Know Me (Feat. Raye),9,2017
Reino Nordin,Finnish,12,Antaudun,9,2017
The Chainsmokers,English,13,Paris,9,2017
Aleksanteri Hakaniemi,Finnish,14,Filmi Katkee (Feat. Aste),9,2017
"Profeetat, Elastinen, Cheek",Finnish,15,Yhtäccii,9,2017
Maroon 5,English,16,Cold (Feat. Future),9,2017
Jon Bellion,English,17,All Time Low,9,2017
Jenni Vartiainen,Finnish,18,Turvasana,9,2017
Janne Ordén,Finnish,19,Sunnuntaisin (Feat. Neea),9,2017
Clean Bandit,English,20,Rockabye (Feat. Sean Paul & Anne-Marie),9,2017
Antti Tuisku,Finnish,1,Rahan Takii,10,2017
Ed Sheeran,English,2,Shape Of You,10,2017
JVG,Finnish,3,Sitä Säät Mitä Tilaat (Feat. Ellinoora),10,2017
Sanni,Finnish,4,Tahdon Rakastella Sinua,10,2017
"Selena Gomez, Kygo",English,5,It Ain't Me,10,2017
Reino Nordin,Finnish,6,Antaudun,10,2017
"Mikael Gabriel, Isac Elliot",Finnish,7,Liikaa Sussa Kii,10,2017
"The Chainsmokers, Coldplay",English,8,Something Just Like This,10,2017
"Martin Garrix, Dua Lipa",English,9,Scared To Be Lonely,10,2017
Katy Perry,English,10,Chained To The Rhythm (Feat. Skip Marley),10,2017
Haloo Helsinki!,Finnish,11,Hulluuden Highway,10,2017
Jax Jones,English,12,You Don't Know Me (Feat. Raye),10,2017
Aleksanteri Hakaniemi,Finnish,13,Filmi Katkee (Feat. Aste),10,2017
Ed Sheeran,English,14,Castle On The Hill,10,2017
Taylor Swift & Zayn Malik,Norwegian,15,I Don't Wanna Live Forever (Fifty Shades Darker),10,2017
The Chainsmokers,English,16,Paris,10,2017
Maroon 5,English,17,Cold (Feat. Future),10,2017
Jon Bellion,English,18,All Time Low,10,2017
Ed Sheeran,English,19,Galway Girl,10,2017
"Zedd, Alessia Cara",English,20,Stay,10,2017
Ed Sheeran,English,1,Shape Of You,11,2017
Antti Tuisku,Finnish,2,Rahan Takii,11,2017
Haloo Helsinki!,Finnish,3,Hulluuden Highway,11,2017
JVG,Finnish,4,Sitä Säät Mitä Tilaat (Feat. Ellinoora),11,2017
"Selena Gomez, Kygo",English,5,It Ain't Me,11,2017
Reino Nordin,Finnish,6,Antaudun,11,2017
"Mikael Gabriel, Isac Elliot",Finnish,7,Liikaa Sussa Kii,11,2017
Sanni,Finnish,8,Tahdon Rakastella Sinua,11,2017
Ed Sheeran,English,9,Galway Girl,11,2017
"The Chainsmokers, Coldplay",English,10,Something Just Like This,11,2017
Katy Perry,English,11,Chained To The Rhythm (Feat. Skip Marley),11,2017
"Martin Garrix, Dua Lipa",English,12,Scared To Be Lonely,11,2017
Jax Jones,English,13,You Don't Know Me (Feat. Raye),11,2017
Aleksanteri Hakaniemi,Finnish,14,Filmi Katkee (Feat. Aste),11,2017
Jon Bellion,English,15,All Time Low,11,2017
Haloo Helsinki!,Finnish,16,Rakas,11,2017
The Chainsmokers,English,17,Paris,11,2017
Laura Voutilainen,Finnish,18,Mä En Kestä,11,2017
Maroon 5,English,19,Cold (Feat. Future),11,2017
"Zedd, Alessia Cara",English,20,Stay,11,2017
Ed Sheeran,English,1,Shape Of You,12,2017
Antti Tuisku,Finnish,2,Rahan Takii,12,2017
JVG,Finnish,3,Urheiluhullu,12,2017
JVG,Finnish,4,Sitä Säät Mitä Tilaat (Feat. Ellinoora),12,2017
"Selena Gomez, Kygo",English,5,It Ain't Me,12,2017
Reino Nordin,Finnish,6,Antaudun,12,2017
Haloo Helsinki!,Finnish,7,Hulluuden Highway,12,2017
Laura Voutilainen,Finnish,8,Mä En Kestä,12,2017
"Mikael Gabriel, Isac Elliot",Finnish,9,Liikaa Sussa Kii,12,2017
Jax Jones,English,10,You Don't Know Me (Feat. Raye),12,2017
"The Chainsmokers, Coldplay",English,11,Something Just Like This,12,2017
Sanni,Finnish,12,Tahdon Rakastella Sinua,12,2017
Ed Sheeran,English,13,Galway Girl,12,2017
Katy Perry,English,14,Chained To The Rhythm (Feat. Skip Marley),12,2017
"Martin Garrix, Dua Lipa",English,15,Scared To Be Lonely,12,2017
Clean Bandit,English,16,Symphony (Feat. Zara Larsson),12,2017
Aleksanteri Hakaniemi,Finnish,17,Filmi Katkee (Feat. Aste),12,2017
Ida Paul & Kalle Lindroth,Finnish,18,Kun Tää Loppuu,12,2017
Jason Derulo,English,19,Swalla (Feat. Nicki Minaj & Ty Dolla $Ign),12,2017
Teflon Brothers,Finnish,20,Arvon Leidit,12,2017
Ed Sheeran,English,1,Shape Of You,13,2017
Antti Tuisku,Finnish,2,Rahan Takii,13,2017
Clean Bandit,English,3,Symphony (Feat. Zara Larsson),13,2017
Reino Nordin,Finnish,4,Antaudun,13,2017
Robin,Finnish,5,Hula Hula (Feat. Nelli Matula),13,2017
Laura Voutilainen,Finnish,6,Mä En Kestä,13,2017
JVG,Finnish,7,Sitä Säät Mitä Tilaat (Feat. Ellinoora),13,2017
"Selena Gomez, Kygo",English,8,It Ain't Me,13,2017
JVG,Finnish,9,Urheiluhullu,13,2017
Alma,English,10,Chasing Highs,13,2017
Haloo Helsinki!,Finnish,11,Hulluuden Highway,13,2017
"Mikael Gabriel, Isac Elliot",Finnish,12,Liikaa Sussa Kii,13,2017
Jax Jones,English,13,You Don't Know Me (Feat. Raye),13,2017
"The Chainsmokers, Coldplay",English,14,Something Just Like This,13,2017
Jason Derulo,English,15,Swalla (Feat. Nicki Minaj & Ty Dolla $Ign),13,2017
Teflon Brothers,Finnish,16,Arvon Leidit,13,2017
Katy Perry,English,17,Chained To The Rhythm (Feat. Skip Marley),13,2017
Ed Sheeran,English,18,Galway Girl,13,2017
Sanni,Finnish,19,Tahdon Rakastella Sinua,13,2017
"Martin Garrix, Dua Lipa",English,20,Scared To Be Lonely,13,2017
Ed Sheeran,English,1,Shape Of You,14,2017
Reino Nordin,Finnish,2,Antaudun,14,2017
Clean Bandit,English,3,Symphony (Feat. Zara Larsson),14,2017
Antti Tuisku,Finnish,4,Rahan Takii,14,2017
Arttu Lindeman,Finnish,5,Lapioin,14,2017
Robin,Finnish,6,Hula Hula (Feat. Nelli Matula),14,2017
"Selena Gomez, Kygo",English,7,It Ain't Me,14,2017
JVG,Finnish,8,Sitä Säät Mitä Tilaat (Feat. Ellinoora),14,2017
Laura Voutilainen,Finnish,9,Mä En Kestä,14,2017
JVG,Finnish,10,Urheiluhullu,14,2017
Jason Derulo,English,11,Swalla (Feat. Nicki Minaj & Ty Dolla $Ign),14,2017
Alma,English,12,Chasing Highs,14,2017
"Mikael Gabriel, Isac Elliot",Finnish,13,Liikaa Sussa Kii,14,2017
Jax Jones,English,14,You Don't Know Me (Feat. Raye),14,2017
"The Chainsmokers, Coldplay",English,15,Something Just Like This,14,2017
Haloo Helsinki!,Finnish,16,Hulluuden Highway,14,2017
Future,English,17,Mask Off,14,2017
Ed Sheeran,English,18,Galway Girl,14,2017
"Martin Garrix, Dua Lipa",English,19,Scared To Be Lonely,14,2017
Katy Perry,English,20,Chained To The Rhythm (Feat. Skip Marley),14,2017
Reino Nordin,Finnish,1,Antaudun,15,2017
Clean Bandit,English,2,Symphony (Feat. Zara Larsson),15,2017
Ed Sheeran,English,3,Shape Of You,15,2017
Antti Tuisku,Finnish,4,Rahan Takii,15,2017
Robin,Finnish,5,Hula Hula (Feat. Nelli Matula),15,2017
Laura Voutilainen,Finnish,6,Mä En Kestä,15,2017
"Selena Gomez, Kygo",English,7,It Ain't Me,15,2017
JVG,Finnish,8,Sitä Säät Mitä Tilaat (Feat. Ellinoora),15,2017
Future,English,9,Mask Off,15,2017
Jason Derulo,English,10,Swalla (Feat. Nicki Minaj & Ty Dolla $Ign),15,2017
"The Chainsmokers, Coldplay",English,11,Something Just Like This,15,2017
JVG,Finnish,12,Urheiluhullu,15,2017
Alma,English,13,Chasing Highs,15,2017
"Mikael Gabriel, Isac Elliot",Finnish,14,Liikaa Sussa Kii,15,2017
Ed Sheeran,English,15,Galway Girl,15,2017
Jax Jones,English,16,You Don't Know Me (Feat. Raye),15,2017
"Martin Garrix, Dua Lipa",English,17,Scared To Be Lonely,15,2017
Haloo Helsinki!,Finnish,18,Hulluuden Highway,15,2017
Teflon Brothers,Finnish,19,Arvon Leidit,15,2017
"Zedd, Alessia Cara",English,20,Stay,15,2017
Reino Nordin,Finnish,1,Antaudun,16,2017
Clean Bandit,English,2,Symphony (Feat. Zara Larsson),16,2017
Antti Tuisku,Finnish,3,Rahan Takii,16,2017
Ed Sheeran,English,4,Shape Of You,16,2017
Robin,Finnish,5,Hula Hula (Feat. Nelli Matula),16,2017
Laura Voutilainen,Finnish,6,Mä En Kestä,16,2017
Future,English,7,Mask Off,16,2017
JVG,Finnish,8,Sitä Säät Mitä Tilaat (Feat. Ellinoora),16,2017
"Selena Gomez, Kygo",English,9,It Ain't Me,16,2017
Jason Derulo,English,10,Swalla (Feat. Nicki Minaj & Ty Dolla $Ign),16,2017
Gasellit,Finnish,11,Muistanks Mä Väärin? (Feat. Karri Koira),16,2017
"The Chainsmokers, Coldplay",English,12,Something Just Like This,16,2017
Alma,English,13,Chasing Highs,16,2017
Kendrick Lamar,English,14,Humble.,16,2017
JVG,Finnish,15,Urheiluhullu,16,2017
Ed Sheeran,English,16,Galway Girl,16,2017
Haloo Helsinki!,Finnish,17,Hulluuden Highway,16,2017
"Mikael Gabriel, Isac Elliot",Finnish,18,Liikaa Sussa Kii,16,2017
Teflon Brothers,Finnish,19,Arvon Leidit,16,2017
Arttu Wiskari,Finnish,20,Työmiehen Lauantai (Feat. Tippa-T),16,2017
Nikke Ankara,Finnish,1,Pettävällä Jäällä,17,2017
"Luis Fonsi, Daddy Yankee",English,2,Despacito (Remix) [Feat. Justin Bieber],17,2017
Robin,Finnish,3,Rakkaus On Lumivalkoinen,17,2017
"Profeetat, Elastinen, Cheek",Finnish,4,Jokainen Kyynel,17,2017
Reino Nordin,Finnish,5,Antaudun,17,2017
Robin,Finnish,6,Hula Hula (Feat. Nelli Matula),17,2017
Clean Bandit,English,7,Symphony (Feat. Zara Larsson),17,2017
Ed Sheeran,English,8,Shape Of You,17,2017
Antti Tuisku,Finnish,9,Rahan Takii,17,2017
Future,English,10,Mask Off,17,2017
Gasellit,Finnish,11,Muistanks Mä Väärin? (Feat. Karri Koira),17,2017
Laura Voutilainen,Finnish,12,Mä En Kestä,17,2017
Jason Derulo,English,13,Swalla (Feat. Nicki Minaj & Ty Dolla $Ign),17,2017
JVG,Finnish,14,Sitä Säät Mitä Tilaat (Feat. Ellinoora),17,2017
"Selena Gomez, Kygo",English,15,It Ain't Me,17,2017
Kendrick Lamar,English,16,Humble.,17,2017
Ed Sheeran,English,17,Galway Girl,17,2017
Alma,English,18,Chasing Highs,17,2017
Shawn Mendes,English,19,There's Nothing Holdin' Me Back,17,2017
Jax Jones,English,20,You Don't Know Me (Feat. Raye),17,2017
"Luis Fonsi, Daddy Yankee",English,1,Despacito (Remix) [Feat. Justin Bieber],18,2017
Nikke Ankara,Finnish,2,Pettävällä Jäällä,18,2017
Robin,Finnish,3,Rakkaus On Lumivalkoinen,18,2017
Portion Boys,Finnish,4,Karjala Takas,18,2017
Robin,Finnish,5,Hula Hula (Feat. Nelli Matula),18,2017
Reino Nordin,Finnish,6,Antaudun,18,2017
"Profeetat, Elastinen, Cheek",Finnish,7,Jokainen Kyynel,18,2017
Clean Bandit,English,8,Symphony (Feat. Zara Larsson),18,2017
Ed Sheeran,English,9,Shape Of You,18,2017
Antti Tuisku,Finnish,10,Rahan Takii,18,2017
Mäkki,Finnish,11,Satamiljoonaa Kertaa (Feat. Reino Nordin),18,2017
Roope Salminen & Koirat,Finnish,12,Tanssi Se Ulos (Feat. Ellinoora),18,2017
Nikke Ankara,Finnish,13,Kyyneleet,18,2017
Laura Voutilainen,Finnish,14,Mä En Kestä,18,2017
Gasellit,Finnish,15,Muistanks Mä Väärin? (Feat. Karri Koira),18,2017
Future,English,16,Mask Off,18,2017
Jason Derulo,English,17,Swalla (Feat. Nicki Minaj & Ty Dolla $Ign),18,2017
Shawn Mendes,English,18,There's Nothing Holdin' Me Back,18,2017
"Selena Gomez, Kygo",English,19,It Ain't Me,18,2017
Ed Sheeran,English,20,Galway Girl,18,2017
"Luis Fonsi, Daddy Yankee",English,1,Despacito (Remix) [Feat. Justin Bieber],19,2017
Evelina,Finnish,2,Kylmii Väreitä,19,2017
Nikke Ankara,Finnish,3,Pettävällä Jäällä,19,2017
Robin,Finnish,4,Rakkaus On Lumivalkoinen,19,2017
Portion Boys,Finnish,5,Karjala Takas,19,2017
Reino Nordin,Finnish,6,Antaudun,19,2017
Robin,Finnish,7,Hula Hula (Feat. Nelli Matula),19,2017
Dj Khaled,English,8,"I'm The One (Feat. Justin Bieber, Quavo, Chance The Rapper & Lil Wayne)",19,2017
Vesala,Finnish,9,Muitaki Ihmisii,19,2017
Nikke Ankara,Finnish,10,Kyyneleet,19,2017
"Profeetat, Elastinen, Cheek",Finnish,11,Jokainen Kyynel,19,2017
Roope Salminen & Koirat,Finnish,12,Tanssi Se Ulos (Feat. Ellinoora),19,2017
Clean Bandit,English,13,Symphony (Feat. Zara Larsson),19,2017
Ed Sheeran,English,14,Shape Of You,19,2017
"Kygo, Ellie Goulding",English,15,First Time,19,2017
Mäkki,Finnish,16,Satamiljoonaa Kertaa (Feat. Reino Nordin),19,2017
Gasellit,Finnish,17,Muistanks Mä Väärin? (Feat. Karri Koira),19,2017
Future,English,18,Mask Off,19,2017
Samu,Finnish,19,Satuprinsessa,19,2017
Laura Voutilainen,Finnish,20,Mä En Kestä,19,2017
"Luis Fonsi, Daddy Yankee",English,1,Despacito (Remix) [Feat. Justin Bieber],20,2017
Evelina,Finnish,2,Kylmii Väreitä,20,2017
Nikke Ankara,Finnish,3,Pettävällä Jäällä,20,2017
Portion Boys,Finnish,4,Karjala Takas,20,2017
Robin,Finnish,5,Rakkaus On Lumivalkoinen,20,2017
Robin,Finnish,6,Kymmenen Kirosanaa,20,2017
Reino Nordin,Finnish,7,Antaudun,20,2017
Dj Khaled,English,8,"I'm The One (Feat. Justin Bieber, Quavo, Chance The Rapper & Lil Wayne)",20,2017
Robin,Finnish,9,Hula Hula (Feat. Nelli Matula),20,2017
"Profeetat, Elastinen, Cheek",Finnish,10,Jokainen Kyynel,20,2017
Roope Salminen & Koirat,Finnish,11,Tanssi Se Ulos (Feat. Ellinoora),20,2017
Clean Bandit,English,12,Symphony (Feat. Zara Larsson),20,2017
"Kygo, Ellie Goulding",English,13,First Time,20,2017
Ed Sheeran,English,14,Shape Of You,20,2017
Nikke Ankara,Finnish,15,Kyyneleet,20,2017
Mäkki,Finnish,16,Satamiljoonaa Kertaa (Feat. Reino Nordin),20,2017
Future,English,17,Mask Off,20,2017
Vesala,Finnish,18,Muitaki Ihmisii,20,2017
Jason Derulo,English,19,Swalla (Feat. Nicki Minaj & Ty Dolla $Ign),20,2017
Aleksanteri Hakaniemi,Finnish,20,15,20,2017
"Luis Fonsi, Daddy Yankee",English,1,Despacito (Remix) [Feat. Justin Bieber],21,2017
Evelina,Finnish,2,Kylmii Väreitä,21,2017
Robin,Finnish,3,Kymmenen Kirosanaa,21,2017
Portion Boys,Finnish,4,Karjala Takas,21,2017
Nikke Ankara,Finnish,5,Pettävällä Jäällä,21,2017
Dj Khaled,English,6,"I'm The One (Feat. Justin Bieber, Quavo, Chance The Rapper & Lil Wayne)",21,2017
Reino Nordin,Finnish,7,Antaudun,21,2017
Teflon Brothers,Finnish,8,Sit Mennään,21,2017
Robin,Finnish,9,Hula Hula (Feat. Nelli Matula),21,2017
Italobrothers,English,10,Summer Air,21,2017
Robin,Finnish,11,Rakkaus On Lumivalkoinen,21,2017
Miley Cyrus,English,12,Malibu,21,2017
Clean Bandit,English,13,Symphony (Feat. Zara Larsson),21,2017
Ed Sheeran,English,14,Shape Of You,21,2017
Vesala,Finnish,15,Muitaki Ihmisii,21,2017
"Kygo, Ellie Goulding",English,16,First Time,21,2017
Imagine Dragons,English,17,Thunder,21,2017
Roope Salminen & Koirat,Finnish,18,Tanssi Se Ulos (Feat. Ellinoora),21,2017
"Profeetat, Elastinen, Cheek",Finnish,19,Jokainen Kyynel,21,2017
