artist,language,position,title,week,year
The Chainsmokers,English,31,CLOSER,5,2017
Cheat Codes,English,32,SHED A LIGHT,5,2017
Gavin James,English,33,NERVOUS,5,2017
Zara Larsson,English,34,I WOULD LIKE,5,2017
Maroon 5,English,35,DON'T WANNA KNOW,5,2017
TRXD,English,36,OUR CITY,5,2017
Major Lazer,English,37,RUN UP,5,2017
Migos,English,38,BAD AND BOUJEE,5,2017
Plumbo,English,39,EN SISTE GANG,5,2017
Shawn Mendes,English,40,MERCY,5,2017
Ed Sheeran,English,1,SHAPE OF YOU,6,2017
Martin Garrix,English,2,SCARED TO BE LONELY,6,2017
ZAYN & TAYLOR SWIFT,English,3,I DON'T WANNA LIVE FOREVER (FIFTY SHADES DARKER),6,2017
The Chainsmokers,English,4,PARIS,6,2017
Julia Michaels,English,5,ISSUES,6,2017
Alan Walker,English,6,ALONE,6,2017
Ed Sheeran,English,7,CASTLE ON THE HILL,6,2017
Sean Paul,English,8,ROCKABYE,6,2017
Alok,English,9,HEAR ME NOW,6,2017
Labrinth,English,10,MAKE ME (CRY),6,2017
Hearts & Colors,English,11,LIGHTHOUSE (ANDRELLI REMIX),6,2017
James Arthur,English,12,SAY YOU WON'T LET GO,6,2017
Gaute Ormåsen,Norwegian,13,KJÆRLIGHET ER MER ENN FORELSKELSE,6,2017
Martin Jensen,English,14,SOLO DANCE,6,2017
Starley,English,15,CALL ON ME (RYAN RIBACK REMIX),6,2017
THE WEEKND,English,16,STARBOY,6,2017
Alessia Cara,English,17,HOW FAR I'LL GO,6,2017
THE WEEKND,English,18,I FEEL IT COMING,6,2017
Sage The Gemini,English,19,NOW AND LATER,6,2017
MØ,English,20,DON'T LEAVE,6,2017
Steve Aoki,English,21,JUST HOLD ON,6,2017
Morgan Sulele,Norwegian,22,HØYT OVER OSLO,6,2017
Sia,English,23,MOVE YOUR BODY (ALAN WALKER REMIX),6,2017
Matoma,English,24,ALL NIGHT,6,2017
Scooter,English,25,BLACKOUT,6,2017
NEIKED,English,26,SEXUAL,6,2017
Major Lazer,English,27,RUN UP,6,2017
Alan Walker,English,28,FADED,6,2017
Migos,English,29,BAD AND BOUJEE,6,2017
Justin Bieber,Spanish,30,DESPACITO,6,2017
TRXD,English,31,OUR CITY,6,2017
Cheat Codes,English,32,SHED A LIGHT,6,2017
Gavin James,English,33,NERVOUS,6,2017
Jon Bellion,English,34,ALL TIME LOW,6,2017
Zara Larsson,English,35,I WOULD LIKE,6,2017
Seeb,English,36,WHAT DO YOU LOVE,6,2017
The Chainsmokers,English,37,CLOSER,6,2017
Ty Dolla $ign,English,38,SO GOOD,6,2017
Justin Bieber,English,39,LET ME LOVE YOU,6,2017
Madcon,English,40,CIGARETTE,6,2017
Ed Sheeran,English,1,SHAPE OF YOU,7,2017
Martin Garrix,English,2,SCARED TO BE LONELY,7,2017
ZAYN & TAYLOR SWIFT,English,3,I DON'T WANNA LIVE FOREVER (FIFTY SHADES DARKER),7,2017
Julia Michaels,English,4,ISSUES,7,2017
The Chainsmokers,English,5,PARIS,7,2017
Ed Sheeran,English,6,CASTLE ON THE HILL,7,2017
Alan Walker,English,7,ALONE,7,2017
Sean Paul,English,8,ROCKABYE,7,2017
Alok,English,9,HEAR ME NOW,7,2017
Alessia Cara,English,10,HOW FAR I'LL GO,7,2017
Katy Perry,English,11,CHAINED TO THE RHYTHM (FEAT. SKIP MARLEY),7,2017
James Arthur,English,12,SAY YOU WON'T LET GO,7,2017
Gaute Ormåsen,Norwegian,13,KJÆRLIGHET ER MER ENN FORELSKELSE,7,2017
Hearts & Colors,English,14,LIGHTHOUSE (ANDRELLI REMIX),7,2017
Labrinth,English,15,MAKE ME (CRY),7,2017
Martin Jensen,English,16,SOLO DANCE,7,2017
THE WEEKND,English,17,STARBOY,7,2017
Sage The Gemini,English,18,NOW AND LATER,7,2017
Starley,English,19,CALL ON ME (RYAN RIBACK REMIX),7,2017
MØ,English,20,DON'T LEAVE,7,2017
THE WEEKND,English,21,I FEEL IT COMING,7,2017
Morgan Sulele,Norwegian,22,HØYT OVER OSLO,7,2017
AJR,English,23,WEAK,7,2017
Rag'n'Bone Man,English,24,SKIN,7,2017
Steve Aoki,English,25,JUST HOLD ON,7,2017
Jon Bellion,English,26,ALL TIME LOW,7,2017
Sia,English,27,MOVE YOUR BODY (ALAN WALKER REMIX),7,2017
Major Lazer,English,28,RUN UP,7,2017
Justin Bieber,Spanish,29,DESPACITO,7,2017
Matoma,English,30,ALL NIGHT,7,2017
Alan Walker,English,31,FADED,7,2017
Scooter,English,32,BLACKOUT,7,2017
Migos,English,33,BAD AND BOUJEE,7,2017
Madcon,English,34,CIGARETTE,7,2017
Ty Dolla $ign,English,35,SO GOOD,7,2017
Gavin James,English,36,NERVOUS,7,2017
NEIKED,English,37,SEXUAL,7,2017
Cheat Codes,English,38,SHED A LIGHT,7,2017
TRXD,English,39,OUR CITY,7,2017
Unge Ferrari,Norwegian,40,ASHANTIII,7,2017
Selena Gomez,English,1,IT AIN'T ME,8,2017
Ed Sheeran,English,2,SHAPE OF YOU,8,2017
Martin Garrix,English,3,SCARED TO BE LONELY,8,2017
Julia Michaels,English,4,ISSUES,8,2017
ZAYN & TAYLOR SWIFT,English,5,I DON'T WANNA LIVE FOREVER (FIFTY SHADES DARKER),8,2017
The Chainsmokers,English,6,PARIS,8,2017
Ed Sheeran,English,7,CASTLE ON THE HILL,8,2017
Katy Perry,English,8,CHAINED TO THE RHYTHM (FEAT. SKIP MARLEY),8,2017
Alan Walker,English,9,ALONE,8,2017
Sean Paul,English,10,ROCKABYE,8,2017
Alessia Cara,English,11,HOW FAR I'LL GO,8,2017
Rag'n'Bone Man,English,12,SKIN,8,2017
AJR,English,13,WEAK,8,2017
Gaute Ormåsen,Norwegian,14,KJÆRLIGHET ER MER ENN FORELSKELSE,8,2017
Alok,English,15,HEAR ME NOW,8,2017
Sia,English,16,HELIUM,8,2017
Hearts & Colors,English,17,LIGHTHOUSE (ANDRELLI REMIX),8,2017
Sage The Gemini,English,18,NOW AND LATER,8,2017
Labrinth,English,19,MAKE ME (CRY),8,2017
James Arthur,English,20,SAY YOU WON'T LET GO,8,2017
Martin Jensen,English,21,SOLO DANCE,8,2017
Starley,English,22,CALL ON ME (RYAN RIBACK REMIX),8,2017
THE WEEKND,English,23,STARBOY,8,2017
Morgan Sulele,Norwegian,24,HØYT OVER OSLO,8,2017
THE WEEKND,English,25,I FEEL IT COMING,8,2017
MØ,English,26,DON'T LEAVE,8,2017
Jon Bellion,English,27,ALL TIME LOW,8,2017
Imagine Dragons,English,28,BELIEVER,8,2017
Kygo,English,29,CRUISE,8,2017
Ed Sheeran,English,30,HOW WOULD YOU FEEL (PAEAN),8,2017
Steve Aoki,English,31,JUST HOLD ON,8,2017
Justin Bieber,Spanish,32,DESPACITO,8,2017
Sia,English,33,MOVE YOUR BODY (ALAN WALKER REMIX),8,2017
Major Lazer,English,34,RUN UP,8,2017
Alan Walker,English,35,FADED,8,2017
Maroon 5,English,36,COLD,8,2017
Flo Rida,English,37,CAKE,8,2017
Madcon,English,38,CIGARETTE,8,2017
Petit Biscuit,English,39,SUNSET LOVER,8,2017
Jax Jones,English,40,YOU DON'T KNOW ME,8,2017
Selena Gomez,English,1,IT AIN'T ME,9,2017
Ed Sheeran,English,2,SHAPE OF YOU,9,2017
Julia Michaels,English,3,ISSUES,9,2017
Martin Garrix,English,4,SCARED TO BE LONELY,9,2017
ZAYN & TAYLOR SWIFT,English,5,I DON'T WANNA LIVE FOREVER (FIFTY SHADES DARKER),9,2017
Coldplay,English,6,SOMETHING JUST LIKE THIS,9,2017
The Chainsmokers,English,7,PARIS,9,2017
Katy Perry,English,8,CHAINED TO THE RHYTHM (FEAT. SKIP MARLEY),9,2017
Ed Sheeran,English,9,CASTLE ON THE HILL,9,2017
AJR,English,10,WEAK,9,2017
Rag'n'Bone Man,English,11,SKIN,9,2017
Alessia Cara,English,12,HOW FAR I'LL GO,9,2017
Sean Paul,English,13,ROCKABYE,9,2017
Alan Walker,English,14,ALONE,9,2017
Sia,English,15,HELIUM,9,2017
Gaute Ormåsen,Norwegian,16,KJÆRLIGHET ER MER ENN FORELSKELSE,9,2017
Imagine Dragons,English,17,BELIEVER,9,2017
Alok,English,18,HEAR ME NOW,9,2017
Sage The Gemini,English,19,NOW AND LATER,9,2017
Morgan Sulele,Norwegian,20,HØYT OVER OSLO,9,2017
Jax Jones,English,21,YOU DON'T KNOW ME,9,2017
THE WEEKND,English,22,STARBOY,9,2017
James Arthur,English,23,SAY YOU WON'T LET GO,9,2017
Martin Jensen,English,24,SOLO DANCE,9,2017
ZZanu,Swedish,25,SLIDE (FEAT. FRANK OCEAN & MIGOS),9,2017
Starley,English,26,CALL ON ME (RYAN RIBACK REMIX),9,2017
Alessia Cara,English,27,STAY,9,2017
Labrinth,English,28,MAKE ME (CRY),9,2017
Hearts & Colors,English,29,LIGHTHOUSE (ANDRELLI REMIX),9,2017
Maroon 5,English,30,COLD,9,2017
Kygo,English,31,CRUISE,9,2017
Jon Bellion,English,32,ALL TIME LOW,9,2017
MØ,English,33,DON'T LEAVE,9,2017
Justin Bieber,Spanish,34,DESPACITO,9,2017
THE WEEKND,English,35,I FEEL IT COMING,9,2017
Petit Biscuit,English,36,SUNSET LOVER,9,2017
Flo Rida,English,37,CAKE,9,2017
Sia,English,38,MOVE YOUR BODY (ALAN WALKER REMIX),9,2017
Steve Aoki,English,39,JUST HOLD ON,9,2017
Alan Walker,English,40,FADED,9,2017
Selena Gomez,English,1,IT AIN'T ME,10,2017
Ed Sheeran,English,2,SHAPE OF YOU,10,2017
Julia Michaels,English,3,ISSUES,10,2017
Martin Garrix,English,4,SCARED TO BE LONELY,10,2017
Coldplay,English,5,SOMETHING JUST LIKE THIS,10,2017
ZAYN & TAYLOR SWIFT,English,6,I DON'T WANNA LIVE FOREVER (FIFTY SHADES DARKER),10,2017
Ed Sheeran,English,7,CASTLE ON THE HILL,10,2017
Katy Perry,English,8,CHAINED TO THE RHYTHM (FEAT. SKIP MARLEY),10,2017
The Chainsmokers,English,9,PARIS,10,2017
AJR,English,10,WEAK,10,2017
Alessia Cara,English,11,HOW FAR I'LL GO,10,2017
Rag'n'Bone Man,English,12,SKIN,10,2017
Imagine Dragons,English,13,BELIEVER,10,2017
Jax Jones,English,14,YOU DON'T KNOW ME,10,2017
Ed Sheeran,English,15,GALWAY GIRL,10,2017
Alan Walker,English,16,ALONE,10,2017
Alessia Cara,English,17,STAY,10,2017
Ed Sheeran,English,18,NEW MAN,10,2017
Sean Paul,English,19,ROCKABYE,10,2017
Sia,English,20,HELIUM,10,2017
Ed Sheeran,English,21,PERFECT,10,2017
Ed Sheeran,English,22,HAPPIER,10,2017
Gaute Ormåsen,Norwegian,23,KJÆRLIGHET ER MER ENN FORELSKELSE,10,2017
Ed Sheeran,English,24,DIVE,10,2017
Morgan Sulele,Norwegian,25,HØYT OVER OSLO,10,2017
Sage The Gemini,English,26,NOW AND LATER,10,2017
ZZanu,Swedish,27,SLIDE (FEAT. FRANK OCEAN & MIGOS),10,2017
Sigrid,English,28,DON'T KILL MY VIBE,10,2017
Alok,English,29,HEAR ME NOW,10,2017
Justin Bieber,Spanish,30,DESPACITO,10,2017
Ed Sheeran,English,31,HOW WOULD YOU FEEL (PAEAN),10,2017
Ed Sheeran,English,32,WHAT DO I KNOW?,10,2017
Seeb,English,33,UNDER YOUR SKIN,10,2017
Kygo,English,34,CRUISE,10,2017
Maroon 5,English,35,COLD,10,2017
Petit Biscuit,English,36,SUNSET LOVER,10,2017
Jon Bellion,English,37,ALL TIME LOW,10,2017
James Arthur,English,38,SAY YOU WON'T LET GO,10,2017
Flo Rida,English,39,CAKE,10,2017
Starley,English,40,CALL ON ME (RYAN RIBACK REMIX),10,2017
Selena Gomez,English,1,IT AIN'T ME,11,2017
Ed Sheeran,English,2,SHAPE OF YOU,11,2017
Astrid S,English,3,BREATHE,11,2017
Julia Michaels,English,4,ISSUES,11,2017
Coldplay,English,5,SOMETHING JUST LIKE THIS,11,2017
Martin Garrix,English,6,SCARED TO BE LONELY,11,2017
Ed Sheeran,English,7,GALWAY GIRL,11,2017
ZAYN & TAYLOR SWIFT,English,8,I DON'T WANNA LIVE FOREVER (FIFTY SHADES DARKER),11,2017
AJR,English,9,WEAK,11,2017
Katy Perry,English,10,CHAINED TO THE RHYTHM (FEAT. SKIP MARLEY),11,2017
Jax Jones,English,11,YOU DON'T KNOW ME,11,2017
The Chainsmokers,English,12,PARIS,11,2017
Ed Sheeran,English,13,CASTLE ON THE HILL,11,2017
Rag'n'Bone Man,English,14,SKIN,11,2017
Imagine Dragons,English,15,BELIEVER,11,2017
JOWST,English,16,GRAB THE MOMENT,11,2017
Alessia Cara,English,17,HOW FAR I'LL GO,11,2017
Alessia Cara,English,18,STAY,11,2017
Alan Walker,English,19,ALONE,11,2017
Kurt Nilsen,English,20,AMAZING,11,2017
Sean Paul,English,21,ROCKABYE,11,2017
Ed Sheeran,English,22,HAPPIER,11,2017
Ed Sheeran,English,23,PERFECT,11,2017
Sia,English,24,HELIUM,11,2017
Jon Bellion,English,25,ALL TIME LOW,11,2017
Morgan Sulele,Norwegian,26,HØYT OVER OSLO,11,2017
Justin Bieber,Spanish,27,DESPACITO,11,2017
ZZanu,Polish,28,SLIDE,11,2017
Ed Sheeran,English,29,NEW MAN,11,2017
Sia,English,30,WATERFALL,11,2017
Seeb,English,31,UNDER YOUR SKIN,11,2017
Kygo,English,32,CRUISE,11,2017
Gaute Ormåsen,Norwegian,33,KJÆRLIGHET ER MER ENN FORELSKELSE,11,2017
Maroon 5,English,34,COLD,11,2017
Flo Rida,English,35,CAKE,11,2017
Sigrid,English,36,DON'T KILL MY VIBE,11,2017
Starley,English,37,CALL ON ME (RYAN RIBACK REMIX),11,2017
Ed Sheeran,English,38,DIVE,11,2017
Alok,English,39,HEAR ME NOW,11,2017
Petit Biscuit,English,40,SUNSET LOVER,11,2017
Selena Gomez,English,1,IT AIN'T ME,12,2017
Ed Sheeran,English,2,SHAPE OF YOU,12,2017
Astrid S,English,3,BREATHE,12,2017
Julia Michaels,English,4,ISSUES,12,2017
Martin Garrix,English,5,SCARED TO BE LONELY,12,2017
Ed Sheeran,English,6,GALWAY GIRL,12,2017
Coldplay,English,7,SOMETHING JUST LIKE THIS,12,2017
AJR,English,8,WEAK,12,2017
Jax Jones,English,9,YOU DON'T KNOW ME,12,2017
ZAYN & TAYLOR SWIFT,English,10,I DON'T WANNA LIVE FOREVER (FIFTY SHADES DARKER),12,2017
Katy Perry,English,11,CHAINED TO THE RHYTHM,12,2017
Zara Larsson,English,12,SYMPHONY,12,2017
Rag'n'Bone Man,English,13,SKIN,12,2017
Imagine Dragons,English,14,BELIEVER,12,2017
JOWST,English,15,GRAB THE MOMENT,12,2017
Ed Sheeran,English,16,CASTLE ON THE HILL,12,2017
The Chainsmokers,English,17,PARIS,12,2017
Alessia Cara,English,18,STAY,12,2017
Kurt Nilsen,English,19,AMAZING,12,2017
Alessia Cara,English,20,HOW FAR I'LL GO,12,2017
Burak Yeter,English,21,TUESDAY,12,2017
Justin Bieber,Spanish,22,DESPACITO,12,2017
Alan Walker,English,23,ALONE,12,2017
Jon Bellion,English,24,ALL TIME LOW,12,2017
Kygo,English,25,CRUISE,12,2017
Ed Sheeran,English,26,HAPPIER,12,2017
Sean Paul,English,27,ROCKABYE,12,2017
ZZanu,Polish,28,SLIDE,12,2017
Ed Sheeran,English,29,PERFECT,12,2017
Seeb,English,30,UNDER YOUR SKIN,12,2017
Morgan Sulele,Norwegian,31,HØYT OVER OSLO,12,2017
Sia,English,32,HELIUM,12,2017
Flo Rida,English,33,CAKE,12,2017
Gaute Ormåsen,Norwegian,34,KJÆRLIGHET ER MER ENN FORELSKELSE,12,2017
Sigrid,English,35,DON'T KILL MY VIBE,12,2017
Maroon 5,English,36,COLD,12,2017
Starley,English,37,CALL ON ME (RYAN RIBACK REMIX),12,2017
Petit Biscuit,English,38,SUNSET LOVER,12,2017
Alok,English,39,HEAR ME NOW,12,2017
Ed Sheeran,English,40,NEW MAN,12,2017
Selena Gomez,English,1,IT AIN'T ME,13,2017
Ed Sheeran,English,2,SHAPE OF YOU,13,2017
Julia Michaels,English,3,ISSUES,13,2017
Zara Larsson,English,4,SYMPHONY (FEAT. ZARA LARSSON),13,2017
Ed Sheeran,English,5,GALWAY GIRL,13,2017
Astrid S,English,6,BREATHE,13,2017
Martin Garrix,English,7,SCARED TO BE LONELY,13,2017
Coldplay,English,8,SOMETHING JUST LIKE THIS,13,2017
Jax Jones,English,9,YOU DON'T KNOW ME (FEAT. RAYE),13,2017
AJR,English,10,WEAK,13,2017
Cezinando,Norwegian,11,HÅPER DU HAR PLASS,13,2017
Rag'n'Bone Man,English,12,SKIN,13,2017
Katy Perry,English,13,CHAINED TO THE RHYTHM (FEAT. SKIP MARLEY),13,2017
ZAYN & TAYLOR SWIFT,English,14,I DON'T WANNA LIVE FOREVER (FIFTY SHADES DARKER),13,2017
Imagine Dragons,English,15,BELIEVER,13,2017
