position,artist,title,year,week,language
1,Arttu Lindeman,Hukutaan,2017,1,Finnish
2,Alan Walker,Alone,2017,1,English
3,Clean Bandit,Rockabye (Feat. Sean Paul & Anne-Marie),2017,1,English
4,Mikael Gabriel,Loistat Pimeäs,2017,1,Finnish
5,"Profeetat, Elastinen, Cheek",Sinuhe,2017,1,Finnish
6,The Weeknd,Starboy (Feat. Daft Punk),2017,1,English
7,"Steve Aoki, Louis Tomlinson",Just Hold On,2017,1,English
8,Burak Yeter,Tuesday (Feat. Danelle Sandoval),2017,1,English
9,Nikke Ankara,Pisamat,2017,1,Finnish
10,JVG,"Mist Sä Tuut, Part. 2",2017,1,Finnish
11,Vice,Steady 1234 (Feat. Jasmine Thompson & Skizzy Mars),2017,1,English
12,Rae Sremmurd,Black Beatles (Feat. Gucci Mane),2017,1,English
13,Sage The Gemini,Now And Later,2017,1,English
14,Haloo Helsinki!,Rakas,2017,1,Finnish
15,Sia,Move Your Body,2017,1,English
16,Taylor Swift & Zayn Malik,I Don't Wanna Live Forever (Fifty Shades Darker),2017,1,Norwegian
17,Roope Salminen & Koirat,Vilmasen Iinan Bileet,2017,1,Finnish
18,"MGI, JVG, Elias Gould",Revolveri (Luokkakokous 2 - Polttarit),2017,1,Finnish
19,"Bruno Martini, Alok",Hear Me Now (Feat. Zeeba),2017,1,English
20,Tippa-T,Lujaa (Feat. Pete Parkkonen),2017,1,Finnish
1,Ed Sheeran,Shape Of You,2017,2,English
2,Antti Tuisku,Mä Hiihdän,2017,2,Finnish
3,Alan Walker,Alone,2017,2,English
4,Arttu Lindeman,Hukutaan,2017,2,Finnish
5,Ed Sheeran,Castle On The Hill,2017,2,English
6,Clean Bandit,Rockabye (Feat. Sean Paul & Anne-Marie),2017,2,English
7,Mikael Gabriel,Loistat Pimeäs,2017,2,Finnish
8,"Profeetat, Elastinen, Cheek",Sinuhe,2017,2,Finnish
9,"Steve Aoki, Louis Tomlinson",Just Hold On,2017,2,English
10,The Weeknd,Starboy (Feat. Daft Punk),2017,2,English
11,Vice,Steady 1234 (Feat. Jasmine Thompson & Skizzy Mars),2017,2,English
12,Haloo Helsinki!,Rakas,2017,2,Finnish
13,Nikke Ankara,Pisamat,2017,2,Finnish
14,Burak Yeter,Tuesday (Feat. Danelle Sandoval),2017,2,English
15,"Bruno Martini, Alok",Hear Me Now (Feat. Zeeba),2017,2,English
16,JVG,"Mist Sä Tuut, Part. 2",2017,2,Finnish
17,Sage The Gemini,Now And Later,2017,2,English
18,Aste,Enemmän Kuin Valmis,2017,2,Finnish
19,Sia,Move Your Body,2017,2,English
20,The Weeknd,I Feel It Coming (Feat. Daft Punk),2017,2,English
1,Ed Sheeran,Shape Of You,2017,3,English
2,Alan Walker,Alone,2017,3,English
3,Clean Bandit,Rockabye (Feat. Sean Paul & Anne-Marie),2017,3,English
4,Ed Sheeran,Castle On The Hill,2017,3,English
5,Antti Tuisku,Mä Hiihdän,2017,3,Finnish
6,Arttu Lindeman,Hukutaan,2017,3,Finnish
7,Mikael Gabriel,Loistat Pimeäs,2017,3,Finnish
8,"Steve Aoki, Louis Tomlinson",Just Hold On,2017,3,English
9,Mäkki,Mixet Tahdo (Feat. Pyhimys),2017,3,Finnish
10,Taylor Swift & Zayn Malik,I Don't Wanna Live Forever (Fifty Shades Darker),2017,3,Norwegian
11,"Profeetat, Elastinen, Cheek",Sinuhe,2017,3,Finnish
12,The Weeknd,Starboy (Feat. Daft Punk),2017,3,English
13,Vice,Steady 1234 (Feat. Jasmine Thompson & Skizzy Mars),2017,3,English
14,"Bruno Martini, Alok",Hear Me Now (Feat. Zeeba),2017,3,English
15,Haloo Helsinki!,Rakas,2017,3,Finnish
16,Burak Yeter,Tuesday (Feat. Danelle Sandoval),2017,3,English
17,Nikke Ankara,Pisamat,2017,3,Finnish
18,The Chainsmokers,Paris,2017,3,English
19,Sage The Gemini,Now And Later,2017,3,English
20,"Machine Gun Kelly, Camila Cabello",Bad Things,2017,3,English
1,Ed Sheeran,Shape Of You,2017,4,English
2,Mäkki,Mixet Tahdo (Feat. Pyhimys),2017,4,Finnish
3,Alan Walker,Alone,2017,4,English
4,Jenni Vartiainen,Turvasana,2017,4,Finnish
5,Clean Bandit,Rockabye (Feat. Sean Paul & Anne-Marie),2017,4,English
6,The Chainsmokers,Paris,2017,4,English
7,Antti Tuisku,Mä Hiihdän,2017,4,Finnish
8,Ed Sheeran,Castle On The Hill,2017,4,English
9,Mikael Gabriel,Loistat Pimeäs,2017,4,Finnish
10,Arttu Lindeman,Hukutaan,2017,4,Finnish
11,"Steve Aoki, Louis Tomlinson",Just Hold On,2017,4,English
12,Taylor Swift & Zayn Malik,I Don't Wanna Live Forever (Fifty Shades Darker),2017,4,Norwegian
13,"Profeetat, Elastinen, Cheek",Sinuhe,2017,4,Finnish
14,Vice,Steady 1234 (Feat. Jasmine Thompson & Skizzy Mars),2017,4,English
15,"Bruno Martini, Alok",Hear Me Now (Feat. Zeeba),2017,4,English
16,Haloo Helsinki!,Rakas,2017,4,Finnish
17,The Weeknd,Starboy (Feat. Daft Punk),2017,4,English
18,Nikke Ankara,Pisamat,2017,4,Finnish
19,"Machine Gun Kelly, Camila Cabello",Bad Things,2017,4,English
20,Janne Ordén,Sunnuntaisin (Feat. Neea),2017,4,Finnish
1,Ed Sheeran,Shape Of You,2017,5,English
2,Haloo Helsinki!,Hulluuden Highway,2017,5,Finnish
3,Alan Walker,Alone,2017,5,English
4,Mäkki,Mixet Tahdo (Feat. Pyhimys),2017,5,Finnish
5,The Chainsmokers,Paris,2017,5,English
6,Clean Bandit,Rockabye (Feat. Sean Paul & Anne-Marie),2017,5,English
7,Taylor Swift & Zayn Malik,I Don't Wanna Live Forever (Fifty Shades Darker),2017,5,Norwegian
8,Janne Ordén,Sunnuntaisin (Feat. Neea),2017,5,Finnish
9,Ed Sheeran,Castle On The Hill,2017,5,English
10,Mikael Gabriel,Loistat Pimeäs,2017,5,Finnish
11,"Steve Aoki, Louis Tomlinson",Just Hold On,2017,5,English
12,"Profeetat, Elastinen, Cheek",Sinuhe,2017,5,Finnish
13,Arttu Lindeman,Hukutaan,2017,5,Finnish
14,"Bruno Martini, Alok",Hear Me Now (Feat. Zeeba),2017,5,English
15,Vice,Steady 1234 (Feat. Jasmine Thompson & Skizzy Mars),2017,5,English
16,Hank Solo,Paska Sydän,2017,5,Finnish
17,Haloo Helsinki!,Rakas,2017,5,Finnish
18,Jenni Vartiainen,Turvasana,2017,5,Finnish
19,Martin Jensen,Solo Dance,2017,5,English
20,"Machine Gun Kelly, Camila Cabello",Bad Things,2017,5,English
1,"Mikael Gabriel, Isac Elliot",Liikaa Sussa Kii,2017,6,Finnish
2,Ed Sheeran,Shape Of You,2017,6,English
3,Haloo Helsinki!,Hulluuden Highway,2017,6,Finnish
4,Alan Walker,Alone,2017,6,English
5,The Chainsmokers,Paris,2017,6,English
6,Mäkki,Mixet Tahdo (Feat. Pyhimys),2017,6,Finnish
7,"Mikael Gabriel, Isac Elliot",Ring Ring Ring,2017,6,Finnish
8,Clean Bandit,Rockabye (Feat. Sean Paul & Anne-Marie),2017,6,English
9,"Martin Garrix, Dua Lipa",Scared To Be Lonely,2017,6,English
10,Jenni Vartiainen,Turvasana,2017,6,Finnish
11,Taylor Swift & Zayn Malik,I Don't Wanna Live Forever (Fifty Shades Darker),2017,6,Norwegian
12,Janne Ordén,Sunnuntaisin (Feat. Neea),2017,6,Finnish
13,Ed Sheeran,Castle On The Hill,2017,6,English
14,Mikael Gabriel,Loistat Pimeäs,2017,6,Finnish
15,"Profeetat, Elastinen, Cheek",Sinuhe,2017,6,Finnish
16,"Steve Aoki, Louis Tomlinson",Just Hold On,2017,6,English
17,"Mikael Gabriel, Isac Elliot",Rullaan,2017,6,Finnish
18,Aleksanteri Hakaniemi,Filmi Katkee (Feat. Aste),2017,6,Finnish
19,Haloo Helsinki!,Rakas,2017,6,Finnish
20,"Bruno Martini, Alok",Hear Me Now (Feat. Zeeba),2017,6,English
1,"Mikael Gabriel, Isac Elliot",Liikaa Sussa Kii,2017,7,Finnish
2,Ed Sheeran,Shape Of You,2017,7,English
3,"Profeetat, Elastinen, Cheek",Yhtäccii,2017,7,Finnish
4,Haloo Helsinki!,Hulluuden Highway,2017,7,Finnish
5,"Martin Garrix, Dua Lipa",Scared To Be Lonely,2017,7,English
6,Alan Walker,Alone,2017,7,English
7,The Chainsmokers,Paris,2017,7,English
8,Taylor Swift & Zayn Malik,I Don't Wanna Live Forever (Fifty Shades Darker),2017,7,Norwegian
9,Clean Bandit,Rockabye (Feat. Sean Paul & Anne-Marie),2017,7,English
10,Mäkki,Mixet Tahdo (Feat. Pyhimys),2017,7,Finnish
11,Jenni Vartiainen,Turvasana,2017,7,Finnish
12,Janne Ordén,Sunnuntaisin (Feat. Neea),2017,7,Finnish
13,"Profeetat, Elastinen, Cheek",Sinuhe,2017,7,Finnish
14,Aleksanteri Hakaniemi,Filmi Katkee (Feat. Aste),2017,7,Finnish
15,Katy Perry,Chained To The Rhythm (Feat. Skip Marley),2017,7,English
16,"Steve Aoki, Louis Tomlinson",Just Hold On,2017,7,English
17,Mikael Gabriel,Loistat Pimeäs,2017,7,Finnish
18,Jon Bellion,All Time Low,2017,7,English
19,Ed Sheeran,Castle On The Hill,2017,7,English
20,Martin Jensen,Solo Dance,2017,7,English
1,JVG,Sitä Säät Mitä Tilaat (Feat. Ellinoora),2017,8,Finnish
2,Ed Sheeran,Shape Of You,2017,8,English
3,"Mikael Gabriel, Isac Elliot",Liikaa Sussa Kii,2017,8,Finnish
4,"Selena Gomez, Kygo",It Ain't Me,2017,8,English
5,"Martin Garrix, Dua Lipa",Scared To Be Lonely,2017,8,English
6,Haloo Helsinki!,Hulluuden Highway,2017,8,Finnish
7,Taylor Swift & Zayn Malik,I Don't Wanna Live Forever (Fifty Shades Darker),2017,8,Norwegian
8,"Profeetat, Elastinen, Cheek",Yhtäccii,2017,8,Finnish
9,Katy Perry,Chained To The Rhythm (Feat. Skip Marley),2017,8,English
10,The Chainsmokers,Paris,2017,8,English
11,Alan Walker,Alone,2017,8,English
12,Jenni Vartiainen,Turvasana,2017,8,Finnish
13,Aleksanteri Hakaniemi,Filmi Katkee (Feat. Aste),2017,8,Finnish
14,Mäkki,Mixet Tahdo (Feat. Pyhimys),2017,8,Finnish
15,Clean Bandit,Rockabye (Feat. Sean Paul & Anne-Marie),2017,8,English
16,Jon Bellion,All Time Low,2017,8,English
17,Janne Ordén,Sunnuntaisin (Feat. Neea),2017,8,Finnish
18,Maroon 5,Cold (Feat. Future),2017,8,English
19,Jax Jones,You Don't Know Me (Feat. Raye),2017,8,English
20,"Steve Aoki, Louis Tomlinson",Just Hold On,2017,8,English
1,JVG,Sitä Säät Mitä Tilaat (Feat. Ellinoora),2017,9,Finnish
2,Ed Sheeran,Shape Of You,2017,9,English
3,"Selena Gomez, Kygo",It Ain't Me,2017,9,English
4,"Mikael Gabriel, Isac Elliot",Liikaa Sussa Kii,2017,9,Finnish
5,Antti Tuisku,Rahan Takii,2017,9,Finnish
6,"The Chainsmokers, Coldplay",Something Just Like This,2017,9,English
7,"Martin Garrix, Dua Lipa",Scared To Be Lonely,2017,9,English
8,Katy Perry,Chained To The Rhythm (Feat. Skip Marley),2017,9,English
9,Haloo Helsinki!,Hulluuden Highway,2017,9,Finnish
10,Taylor Swift & Zayn Malik,I Don't Wanna Live Forever (Fifty Shades Darker),2017,9,Norwegian
11,Jax Jones,You Don't Know Me (Feat. Raye),2017,9,English
12,Reino Nordin,Antaudun,2017,9,Finnish
13,The Chainsmokers,Paris,2017,9,English
14,Aleksanteri Hakaniemi,Filmi Katkee (Feat. Aste),2017,9,Finnish
15,"Profeetat, Elastinen, Cheek",Yhtäccii,2017,9,Finnish
16,Maroon 5,Cold (Feat. Future),2017,9,English
17,Jon Bellion,All Time Low,2017,9,English
18,Jenni Vartiainen,Turvasana,2017,9,Finnish
19,Janne Ordén,Sunnuntaisin (Feat. Neea),2017,9,Finnish
20,Clean Bandit,Rockabye (Feat. Sean Paul & Anne-Marie),2017,9,English
1,Antti Tuisku,Rahan Takii,2017,10,Finnish
2,Ed Sheeran,Shape Of You,2017,10,English
3,JVG,Sitä Säät Mitä Tilaat (Feat. Ellinoora),2017,10,Finnish
4,Sanni,Tahdon Rakastella Sinua,2017,10,Finnish
5,"Selena Gomez, Kygo",It Ain't Me,2017,10,English
6,Reino Nordin,Antaudun,2017,10,Finnish
7,"Mikael Gabriel, Isac Elliot",Liikaa Sussa Kii,2017,10,Finnish
8,"The Chainsmokers, Coldplay",Something Just Like This,2017,10,English
9,"Martin Garrix, Dua Lipa",Scared To Be Lonely,2017,10,English
10,Katy Perry,Chained To The Rhythm (Feat. Skip Marley),2017,10,English
11,Haloo Helsinki!,Hulluuden Highway,2017,10,Finnish
12,Jax Jones,You Don't Know Me (Feat. Raye),2017,10,English
13,Aleksanteri Hakaniemi,Filmi Katkee (Feat. Aste),2017,10,Finnish
14,Ed Sheeran,Castle On The Hill,2017,10,English
15,Taylor Swift & Zayn Malik,I Don't Wanna Live Forever (Fifty Shades Darker),2017,10,Norwegian
16,The Chainsmokers,Paris,2017,10,English
17,Maroon 5,Cold (Feat. Future),2017,10,English
18,Jon Bellion,All Time Low,2017,10,English
19,Ed Sheeran,Galway Girl,2017,10,English
20,"Zedd, Alessia Cara",Stay,2017,10,English
1,Ed Sheeran,Shape Of You,2017,11,English
2,Antti Tuisku,Rahan Takii,2017,11,Finnish
3,Haloo Helsinki!,Hulluuden Highway,2017,11,Finnish
4,JVG,Sitä Säät Mitä Tilaat (Feat. Ellinoora),2017,11,Finnish
5,"Selena Gomez, Kygo",It Ain't Me,2017,11,English
6,Reino Nordin,Antaudun,2017,11,Finnish
7,"Mikael Gabriel, Isac Elliot",Liikaa Sussa Kii,2017,11,Finnish
8,Sanni,Tahdon Rakastella Sinua,2017,11,Finnish
9,Ed Sheeran,Galway Girl,2017,11,English
10,"The Chainsmokers, Coldplay",Something Just Like This,2017,11,English
11,Katy Perry,Chained To The Rhythm (Feat. Skip Marley),2017,11,English
12,"Martin Garrix, Dua Lipa",Scared To Be Lonely,2017,11,English
13,Jax Jones,You Don't Know Me (Feat. Raye),2017,11,English
14,Aleksanteri Hakaniemi,Filmi Katkee (Feat. Aste),2017,11,Finnish
15,Jon Bellion,All Time Low,2017,11,English
16,Haloo Helsinki!,Rakas,2017,11,Finnish
17,The Chainsmokers,Paris,2017,11,English
18,Laura Voutilainen,Mä En Kestä,2017,11,Finnish
19,Maroon 5,Cold (Feat. Future),2017,11,English
20,"Zedd, Alessia Cara",Stay,2017,11,English
1,Ed Sheeran,Shape Of You,2017,12,English
2,Antti Tuisku,Rahan Takii,2017,12,Finnish
3,JVG,Urheiluhullu,2017,12,Finnish
4,JVG,Sitä Säät Mitä Tilaat (Feat. Ellinoora),2017,12,Finnish
5,"Selena Gomez, Kygo",It Ain't Me,2017,12,English
6,Reino Nordin,Antaudun,2017,12,Finnish
7,Haloo Helsinki!,Hulluuden Highway,2017,12,Finnish
8,Laura Voutilainen,Mä En Kestä,2017,12,Finnish
9,"Mikael Gabriel, Isac Elliot",Liikaa Sussa Kii,2017,12,Finnish
10,Jax Jones,You Don't Know Me (Feat. Raye),2017,12,English
11,"The Chainsmokers, Coldplay",Something Just Like This,2017,12,English
12,Sanni,Tahdon Rakastella Sinua,2017,12,Finnish
13,Ed Sheeran,Galway Girl,2017,12,English
14,Katy Perry,Chained To The Rhythm (Feat. Skip Marley),2017,12,English
15,"Martin Garrix, Dua Lipa",Scared To Be Lonely,2017,12,English
16,Clean Bandit,Symphony (Feat. Zara Larsson),2017,12,English
17,Aleksanteri Hakaniemi,Filmi Katkee (Feat. Aste),2017,12,Finnish
18,Ida Paul & Kalle Lindroth,Kun Tää Loppuu,2017,12,Finnish
19,Jason Derulo,Swalla (Feat. Nicki Minaj & Ty Dolla $Ign),2017,12,English
20,Teflon Brothers,Arvon Leidit,2017,12,Finnish
1,Ed Sheeran,Shape Of You,2017,13,English
2,Antti Tuisku,Rahan Takii,2017,13,Finnish
3,Clean Bandit,Symphony (Feat. Zara Larsson),2017,13,English
4,Reino Nordin,Antaudun,2017,13,Finnish
5,Robin,Hula Hula (Feat. Nelli Matula),2017,13,Finnish
6,Laura Voutilainen,Mä En Kestä,2017,13,Finnish
7,JVG,Sitä Säät Mitä Tilaat (Feat. Ellinoora),2017,13,Finnish
8,"Selena Gomez, Kygo",It Ain't Me,2017,13,English
9,JVG,Urheiluhullu,2017,13,Finnish
10,Alma,Chasing Highs,2017,13,English
11,Haloo Helsinki!,Hulluuden Highway,2017,13,Finnish
12,"Mikael Gabriel, Isac Elliot",Liikaa Sussa Kii,2017,13,Finnish
13,Jax Jones,You Don't Know Me (Feat. Raye),2017,13,English
14,"The Chainsmokers, Coldplay",Something Just Like This,2017,13,English
15,Jason Derulo,Swalla (Feat. Nicki Minaj & Ty Dolla $Ign),2017,13,English
16,Teflon Brothers,Arvon Leidit,2017,13,Finnish
17,Katy Perry,Chained To The Rhythm (Feat. Skip Marley),2017,13,English
18,Ed Sheeran,Galway Girl,2017,13,English
19,Sanni,Tahdon Rakastella Sinua,2017,13,Finnish
20,"Martin Garrix, Dua Lipa",Scared To Be Lonely,2017,13,English
1,Ed Sheeran,Shape Of You,2017,14,English
2,Reino Nordin,Antaudun,2017,14,Finnish
3,Clean Bandit,Symphony (Feat. Zara Larsson),2017,14,English
4,Antti Tuisku,Rahan Takii,2017,14,Finnish
5,Arttu Lindeman,Lapioin,2017,14,Finnish
6,Robin,Hula Hula (Feat. Nelli Matula),2017,14,Finnish
7,"Selena Gomez, Kygo",It Ain't Me,2017,14,English
8,JVG,Sitä Säät Mitä Tilaat (Feat. Ellinoora),2017,14,Finnish
9,Laura Voutilainen,Mä En Kestä,2017,14,Finnish
10,JVG,Urheiluhullu,2017,14,Finnish
11,Jason Derulo,Swalla (Feat. Nicki Minaj & Ty Dolla $Ign),2017,14,English
12,Alma,Chasing Highs,2017,14,English
13,"Mikael Gabriel, Isac Elliot",Liikaa Sussa Kii,2017,14,Finnish
14,Jax Jones,You Don't Know Me (Feat. Raye),2017,14,English
15,"The Chainsmokers, Coldplay",Something Just Like This,2017,14,English
16,Haloo Helsinki!,Hulluuden Highway,2017,14,Finnish
17,Future,Mask Off,2017,14,English
18,Ed Sheeran,Galway Girl,2017,14,English
19,"Martin Garrix, Dua Lipa",Scared To Be Lonely,2017,14,English
20,Katy Perry,Chained To The Rhythm (Feat. Skip Marley),2017,14,English
1,Reino Nordin,Antaudun,2017,15,Finnish
2,Clean Bandit,Symphony (Feat. Zara Larsson),2017,15,English
3,Ed Sheeran,Shape Of You,2017,15,English
4,Antti Tuisku,Rahan Takii,2017,15,Finnish
5,Robin,Hula Hula (Feat. Nelli Matula),2017,15,Finnish
6,Laura Voutilainen,Mä En Kestä,2017,15,Finnish
7,"Selena Gomez, Kygo",It Ain't Me,2017,15,English
8,JVG,Sitä Säät Mitä Tilaat (Feat. Ellinoora),2017,15,Finnish
9,Future,Mask Off,2017,15,English
10,Jason Derulo,Swalla (Feat. Nicki Minaj & Ty Dolla $Ign),2017,15,English
11,"The Chainsmokers, Coldplay",Something Just Like This,2017,15,English
12,JVG,Urheiluhullu,2017,15,Finnish
13,Alma,Chasing Highs,2017,15,English
14,"Mikael Gabriel, Isac Elliot",Liikaa Sussa Kii,2017,15,Finnish
15,Ed Sheeran,Galway Girl,2017,15,English
16,Jax Jones,You Don't Know Me (Feat. Raye),2017,15,English
17,"Martin Garrix, Dua Lipa",Scared To Be Lonely,2017,15,English
18,Haloo Helsinki!,Hulluuden Highway,2017,15,Finnish
19,Teflon Brothers,Arvon Leidit,2017,15,Finnish
20,"Zedd, Alessia Cara",Stay,2017,15,English
1,Reino Nordin,Antaudun,2017,16,Finnish
2,Clean Bandit,Symphony (Feat. Zara Larsson),2017,16,English
3,Antti Tuisku,Rahan Takii,2017,16,Finnish
4,Ed Sheeran,Shape Of You,2017,16,English
5,Robin,Hula Hula (Feat. Nelli Matula),2017,16,Finnish
6,Laura Voutilainen,Mä En Kestä,2017,16,Finnish
7,Future,Mask Off,2017,16,English
8,JVG,Sitä Säät Mitä Tilaat (Feat. Ellinoora),2017,16,Finnish
9,"Selena Gomez, Kygo",It Ain't Me,2017,16,English
10,Jason Derulo,Swalla (Feat. Nicki Minaj & Ty Dolla $Ign),2017,16,English
11,Gasellit,Muistanks Mä Väärin? (Feat. Karri Koira),2017,16,Finnish
12,"The Chainsmokers, Coldplay",Something Just Like This,2017,16,English
13,Alma,Chasing Highs,2017,16,English
14,Kendrick Lamar,Humble.,2017,16,English
15,JVG,Urheiluhullu,2017,16,Finnish
16,Ed Sheeran,Galway Girl,2017,16,English
17,Haloo Helsinki!,Hulluuden Highway,2017,16,Finnish
18,"Mikael Gabriel, Isac Elliot",Liikaa Sussa Kii,2017,16,Finnish
19,Teflon Brothers,Arvon Leidit,2017,16,Finnish
20,Arttu Wiskari,Työmiehen Lauantai (Feat. Tippa-T),2017,16,Finnish
1,Nikke Ankara,Pettävällä Jäällä,2017,17,Finnish
2,"Luis Fonsi, Daddy Yankee",Despacito (Remix) [Feat. Justin Bieber],2017,17,English
3,Robin,Rakkaus On Lumivalkoinen,2017,17,Finnish
4,"Profeetat, Elastinen, Cheek",Jokainen Kyynel,2017,17,Finnish
5,Reino Nordin,Antaudun,2017,17,Finnish
6,Robin,Hula Hula (Feat. Nelli Matula),2017,17,Finnish
7,Clean Bandit,Symphony (Feat. Zara Larsson),2017,17,English
8,Ed Sheeran,Shape Of You,2017,17,English
9,Antti Tuisku,Rahan Takii,2017,17,Finnish
10,Future,Mask Off,2017,17,English
11,Gasellit,Muistanks Mä Väärin? (Feat. Karri Koira),2017,17,Finnish
12,Laura Voutilainen,Mä En Kestä,2017,17,Finnish
13,Jason Derulo,Swalla (Feat. Nicki Minaj & Ty Dolla $Ign),2017,17,English
14,JVG,Sitä Säät Mitä Tilaat (Feat. Ellinoora),2017,17,Finnish
15,"Selena Gomez, Kygo",It Ain't Me,2017,17,English
16,Kendrick Lamar,Humble.,2017,17,English
17,Ed Sheeran,Galway Girl,2017,17,English
18,Alma,Chasing Highs,2017,17,English
19,Shawn Mendes,There's Nothing Holdin' Me Back,2017,17,English
20,Jax Jones,You Don't Know Me (Feat. Raye),2017,17,English
1,"Luis Fonsi, Daddy Yankee",Despacito (Remix) [Feat. Justin Bieber],2017,18,English
2,Nikke Ankara,Pettävällä Jäällä,2017,18,Finnish
3,Robin,Rakkaus On Lumivalkoinen,2017,18,Finnish
4,Portion Boys,Karjala Takas,2017,18,Finnish
5,Robin,Hula Hula (Feat. Nelli Matula),2017,18,Finnish
6,Reino Nordin,Antaudun,2017,18,Finnish
7,"Profeetat, Elastinen, Cheek",Jokainen Kyynel,2017,18,Finnish
8,Clean Bandit,Symphony (Feat. Zara Larsson),2017,18,English
9,Ed Sheeran,Shape Of You,2017,18,English
10,Antti Tuisku,Rahan Takii,2017,18,Finnish
11,Mäkki,Satamiljoonaa Kertaa (Feat. Reino Nordin),2017,18,Finnish
12,Roope Salminen & Koirat,Tanssi Se Ulos (Feat. Ellinoora),2017,18,Finnish
13,Nikke Ankara,Kyyneleet,2017,18,Finnish
14,Laura Voutilainen,Mä En Kestä,2017,18,Finnish
15,Gasellit,Muistanks Mä Väärin? (Feat. Karri Koira),2017,18,Finnish
16,Future,Mask Off,2017,18,English
17,Jason Derulo,Swalla (Feat. Nicki Minaj & Ty Dolla $Ign),2017,18,English
18,Shawn Mendes,There's Nothing Holdin' Me Back,2017,18,English
19,"Selena Gomez, Kygo",It Ain't Me,2017,18,English
20,Ed Sheeran,Galway Girl,2017,18,English
1,"Luis Fonsi, Daddy Yankee",Despacito (Remix) [Feat. Justin Bieber],2017,19,English
2,Evelina,Kylmii Väreitä,2017,19,Finnish
3,Nikke Ankara,Pettävällä Jäällä,2017,19,Finnish
4,Robin,Rakkaus On Lumivalkoinen,2017,19,Finnish
5,Portion Boys,Karjala Takas,2017,19,Finnish
6,Reino Nordin,Antaudun,2017,19,Finnish
7,Robin,Hula Hula (Feat. Nelli Matula),2017,19,Finnish
8,Dj Khaled,"I'm The One (Feat. Justin Bieber, Quavo, Chance The Rapper & Lil Wayne)",2017,19,English
9,Vesala,Muitaki Ihmisii,2017,19,Finnish
10,Nikke Ankara,Kyyneleet,2017,19,Finnish
11,"Profeetat, Elastinen, Cheek",Jokainen Kyynel,2017,19,Finnish
12,Roope Salminen & Koirat,Tanssi Se Ulos (Feat. Ellinoora),2017,19,Finnish
13,Clean Bandit,Symphony (Feat. Zara Larsson),2017,19,English
14,Ed Sheeran,Shape Of You,2017,19,English
15,"Kygo, Ellie Goulding",First Time,2017,19,English
16,Mäkki,Satamiljoonaa Kertaa (Feat. Reino Nordin),2017,19,Finnish
17,Gasellit,Muistanks Mä Väärin? (Feat. Karri Koira),2017,19,Finnish
18,Future,Mask Off,2017,19,English
19,Samu,Satuprinsessa,2017,19,Finnish
20,Laura Voutilainen,Mä En Kestä,2017,19,Finnish
1,"Luis Fonsi, Daddy Yankee",Despacito (Remix) [Feat. Justin Bieber],2017,20,English
2,Evelina,Kylmii Väreitä,2017,20,Finnish
3,Nikke Ankara,Pettävällä Jäällä,2017,20,Finnish
4,Portion Boys,Karjala Takas,2017,20,Finnish
5,Robin,Rakkaus On Lumivalkoinen,2017,20,Finnish
6,Robin,Kymmenen Kirosanaa,2017,20,Finnish
7,Reino Nordin,Antaudun,2017,20,Finnish
8,Dj Khaled,"I'm The One (Feat. Justin Bieber, Quavo, Chance The Rapper & Lil Wayne)",2017,20,English
9,Robin,Hula Hula (Feat. Nelli Matula),2017,20,Finnish
10,"Profeetat, Elastinen, Cheek",Jokainen Kyynel,2017,20,Finnish
11,Roope Salminen & Koirat,Tanssi Se Ulos (Feat. Ellinoora),2017,20,Finnish
12,Clean Bandit,Symphony (Feat. Zara Larsson),2017,20,English
13,"Kygo, Ellie Goulding",First Time,2017,20,English
14,Ed Sheeran,Shape Of You,2017,20,English
15,Nikke Ankara,Kyyneleet,2017,20,Finnish
16,Mäkki,Satamiljoonaa Kertaa (Feat. Reino Nordin),2017,20,Finnish
17,Future,Mask Off,2017,20,English
18,Vesala,Muitaki Ihmisii,2017,20,Finnish
19,Jason Derulo,Swalla (Feat. Nicki Minaj & Ty Dolla $Ign),2017,20,English
20,Aleksanteri Hakaniemi,15,2017,20,Finnish
1,"Luis Fonsi, Daddy Yankee",Despacito (Remix) [Feat. Justin Bieber],2017,21,English
2,Evelina,Kylmii Väreitä,2017,21,Finnish
3,Robin,Kymmenen Kirosanaa,2017,21,Finnish
4,Portion Boys,Karjala Takas,2017,21,Finnish
5,Nikke Ankara,Pettävällä Jäällä,2017,21,Finnish
6,Dj Khaled,"I'm The One (Feat. Justin Bieber, Quavo, Chance The Rapper & Lil Wayne)",2017,21,English
7,Reino Nordin,Antaudun,2017,21,Finnish
8,Teflon Brothers,Sit Mennään,2017,21,Finnish
9,Robin,Hula Hula (Feat. Nelli Matula),2017,21,Finnish
10,Italobrothers,Summer Air,2017,21,English
11,Robin,Rakkaus On Lumivalkoinen,2017,21,Finnish
12,Miley Cyrus,Malibu,2017,21,English
13,Clean Bandit,Symphony (Feat. Zara Larsson),2017,21,English
14,Ed Sheeran,Shape Of You,2017,21,English
15,Vesala,Muitaki Ihmisii,2017,21,Finnish
16,"Kygo, Ellie Goulding",First Time,2017,21,English
17,Imagine Dragons,Thunder,2017,21,English
18,Roope Salminen & Koirat,Tanssi Se Ulos (Feat. Ellinoora),2017,21,Finnish
19,"Profeetat, Elastinen, Cheek",Jokainen Kyynel,2017,21,Finnish
